201,Dre Greenlaw    SF,OLB,3,0,0,0,0,0,0,0,0,0,1,0,0,8.8,26.5
208,Buffalo Bills    BUF,DST,17,0,0,0,0,0,0,0,0,42,19,12,11,8.7,148
208,Myles Garrett    CLE,DE,17,0,0,0,0,0,0,0,0,16,0,1,1,8.7,147.65
208,Deion Jones    ATL,ILB,16,0,0,0,0,0,0,0,0,2,0,1,0,8.7,138.7
208,Chandler Jones    ARI,OLB,15,0,0,0,0,0,0,0,0,10.5,0,7,1,8.7,130.95
208,Azeez Al-Shaair    SF,ILB,13,0,0,0,0,0,0,0,0,2,1,1,2,8.7,112.8
208,Deonte Harris    NO,WR,13,0,0,0,41,0,36,570,3,0,0,0,0,8.7,113.1
214,Cameron Heyward    PIT,DT,17,0,0,0,0,0,0,0,0,10,1,1,1,8.6,147.05
214,Sony Michel    LAR,RB,17,0,0,0,845,4,21,128,1,0,0,0,0,8.6,146.3
214,Rashod Bateman    BAL,WR,12,0,0,0,0,0,46,515,1,0,0,0,0,8.6,103.5
214,Drew Lock    DEN,QB,6,787,2,2,53,2,1,1,0,0,0,0,0,8.6,51.88
214,Danny Amendola    HOU,WR,8,0,0,0,0,0,24,248,3,0,0,0,0,8.6,68.8
214,DJ Chark Jr.    JAX,WR,4,0,0,0,0,0,7,154,2,0,0,0,0,8.6,34.4
220,Kyzir White    LAC,ILB,17,0,0,0,0,0,0,0,0,1,2,2,0,8.5,145.1
220,Fred Warner    SF,ILB,16,0,0,0,0,0,0,0,0,0.5,0,1,3,8.5,136
220,Harrison Butker    KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.5,136
220,Harrison Smith    MIN,SS,15,0,0,0,0,0,0,0,0,3,1,1,0,8.5,127.7
220,Kenyan Drake    LV,RB,12,0,0,0,254,2,30,291,1,0,0,0,0,8.5,102.5
220,Jerry Jeudy    DEN,WR,10,0,0,0,3,0,38,467,0,0,0,0,0,8.5,85
226,Tampa Bay Buccaneers    TB,DST,17,0,0,0,0,0,0,0,0,47,17,16,13,8.4,143
226,Shaq Thompson    CAR,ILB,14,0,0,0,0,0,0,0,0,2,2,0,0,8.4,117.3
226,Marcus Davenport    NO,DE,11,0,0,0,0,0,0,0,0,9,0,3,1,8.4,92.2
226,DeMarcus Lawrence    DAL,DE,7,0,0,0,0,0,0,0,0,3,1,2,0,8.4,58.9
226,Gardner Minshew    PHI,QB,4,439,4,1,21,0,0,0,0,0,0,0,0,8.4,33.66
226,Dante Pettis    NYG,WR,3,16,0,0,0,0,10,87,1,0,0,0,0,8.4,25.34
232,New Orleans Saints    NO,DST,17,0,0,0,0,0,0,0,0,46,18,13,7,8.3,141
232,Greg Zuerlein    DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133
232,Jared Cook    LAC,TE,16,0,0,0,0,0,48,564,4,0,0,0,0,8.3,132.4
232,Kalif Raymond    DET,WR,16,0,0,0,28,0,48,576,4,0,0,0,0,8.3,132.4
232,Mecole Hardman    KC,WR,17,0,0,0,46,0,59,693,2,0,0,0,0,8.3,140.9
232,Maxx Williams    ARI,TE,5,0,0,0,0,0,16,193,1,0,0,0,0,8.3,41.3
238,Jake Elliott    PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,140
238,Tyler Bass    BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,139
